age,job,marital,education,default,housing,loan,contact,duration,campaign,pdays,previous,poutcome,emp.var.rate,cons.price.idx,cons.conf.idx,euribor3m,nr.employed,y
32,9,1,5,0,1,0,1,689,1,999,0,1,-1.8,92.89299999999999,-46.2,1.2990000000000002,5099.1,1
51,10,1,5,0,0,0,0,236,2,999,0,1,1.4,94.465,-41.8,4.961,5228.1,0
52,9,1,5,0,1,1,1,81,2,999,1,0,-1.8,92.89299999999999,-46.2,1.3130000000000002,5099.1,0
55,6,1,7,0,0,0,1,182,1,999,1,0,-0.1,93.2,-42.0,4.021,5195.8,0
35,9,0,6,0,0,0,1,90,2,999,0,1,1.4,93.444,-36.1,4.965,5228.1,0
41,9,1,6,0,1,1,0,75,1,999,0,1,1.4,94.465,-41.8,4.961,5228.1,0
29,11,1,5,0,0,0,0,718,13,999,0,1,1.4,94.465,-41.8,4.8660000000000005,5228.1,0
38,11,1,7,0,1,0,0,321,1,999,0,1,1.1,93.994,-36.4,4.857,5191.0,0
51,6,1,5,0,0,0,1,198,2,999,0,1,-0.1,93.2,-42.0,4.191,5195.8,0
35,8,0,4,0,1,0,1,42,2,999,0,1,-0.1,93.2,-42.0,4.191,5195.8,0
34,9,0,5,0,1,0,1,195,2,999,1,0,-1.8,92.89299999999999,-46.2,1.281,5099.1,0
47,2,1,1,0,1,0,1,87,1,999,0,1,-0.1,93.2,-42.0,4.12,5195.8,0
32,6,1,7,0,1,0,0,322,2,999,0,1,1.1,93.994,-36.4,4.864,5191.0,0
39,9,1,4,0,0,0,1,131,1,999,0,1,1.4,93.91799999999999,-42.7,4.962,5228.1,0
56,7,1,6,0,0,0,0,129,3,999,0,1,1.4,94.465,-41.8,4.959,5228.1,0
31,11,1,7,0,1,0,1,458,2,999,0,1,1.4,93.91799999999999,-42.7,4.963,5228.1,1
46,6,0,6,0,1,0,1,796,5,999,1,0,-0.1,93.2,-42.0,4.021,5195.8,1
44,0,1,5,0,0,0,1,153,3,999,0,1,1.4,93.91799999999999,-42.7,4.961,5228.1,0
36,11,1,2,0,0,0,1,246,1,999,1,0,-1.8,92.89299999999999,-46.2,1.344,5099.1,0
31,6,0,7,0,1,0,1,662,1,999,0,1,1.4,93.91799999999999,-42.7,4.962,5228.1,1
37,11,1,5,0,1,0,1,475,3,999,0,1,-1.8,92.89299999999999,-46.2,1.3130000000000002,5099.1,0
32,5,0,6,0,1,0,1,75,2,999,0,1,-1.8,92.84299999999999,-50.0,1.703,5099.1,0
48,9,0,5,0,0,0,0,315,1,999,0,1,1.1,93.994,-36.4,4.856,5191.0,0
51,8,1,7,0,0,0,1,295,1,999,1,0,-1.8,92.89299999999999,-46.2,1.2990000000000002,5099.1,0
30,1,1,1,0,1,0,1,216,4,999,0,1,-0.1,93.2,-42.0,4.0760000000000005,5195.8,0
37,6,1,7,0,1,1,1,144,1,999,0,1,1.4,93.91799999999999,-42.7,4.961,5228.1,0
38,11,0,5,0,1,1,0,21,1,999,0,1,-1.7,94.055,-39.8,0.7290000000000001,4991.6,0
36,6,1,6,0,1,0,1,219,2,999,0,1,-1.8,92.89299999999999,-46.2,1.2990000000000002,5099.1,0
55,11,0,2,0,0,0,1,278,1,999,0,1,-1.8,92.89299999999999,-46.2,1.3130000000000002,5099.1,0
51,10,1,7,0,0,0,1,113,2,999,0,1,-1.8,92.89299999999999,-46.2,1.327,5099.1,0
42,9,1,6,0,0,0,1,799,6,999,0,1,1.4,93.91799999999999,-42.7,4.962,5228.1,0
29,9,1,6,0,0,0,1,142,1,999,1,0,-0.1,93.2,-42.0,4.191,5195.8,0
59,7,1,6,0,1,0,1,61,1,999,1,0,-1.8,92.89299999999999,-46.2,1.266,5099.1,0
31,10,0,5,0,0,1,1,9,17,999,0,1,1.4,93.91799999999999,-42.7,4.968,5228.1,0
31,9,1,7,0,0,1,1,367,2,999,1,0,-3.0,92.713,-33.0,0.7090000000000001,5023.5,1
34,9,1,5,0,1,1,0,20,1,999,0,1,1.1,93.994,-36.4,4.855,5191.0,0
37,9,1,5,0,1,0,1,204,3,999,0,1,1.4,93.91799999999999,-42.7,4.962,5228.1,0
25,11,0,2,0,0,0,0,107,19,999,0,1,1.4,94.465,-41.8,4.959,5228.1,0
34,7,1,6,0,0,0,1,156,3,999,2,0,-1.7,94.215,-40.3,0.8959999999999999,4991.6,0
37,6,1,5,0,1,0,0,267,3,999,0,1,1.4,94.465,-41.8,4.864,5228.1,0
26,11,1,2,0,0,0,1,232,1,999,0,1,-1.8,92.89299999999999,-46.2,1.291,5099.1,0
24,11,0,4,0,1,0,0,112,4,999,0,1,1.1,93.994,-36.4,4.857,5191.0,0
37,10,0,4,0,1,0,1,122,1,999,0,1,1.4,93.91799999999999,-42.7,4.957,5228.1,0
28,9,0,7,0,0,1,0,253,1,999,0,1,1.4,94.465,-41.8,4.955,5228.1,0
31,11,1,4,0,0,0,1,715,1,999,0,1,1.4,93.91799999999999,-42.7,4.957,5228.1,0
32,6,0,6,0,0,0,1,77,2,999,0,1,-0.1,93.2,-42.0,4.1530000000000005,5195.8,0
52,3,1,2,0,0,0,0,633,1,999,0,1,1.4,94.465,-41.8,4.864,5228.1,1
41,6,1,7,0,0,0,0,348,2,999,0,1,1.1,93.994,-36.4,4.857,5191.0,0
36,11,0,3,0,0,0,1,238,1,999,0,1,-1.1,94.76700000000001,-50.8,1.046,4963.6,1
32,11,1,5,0,0,1,0,140,1,999,0,1,1.4,94.465,-41.8,4.96,5228.1,0
24,10,0,7,0,1,0,1,139,1,999,0,1,1.4,93.91799999999999,-42.7,4.962,5228.1,0
48,10,0,2,0,0,0,1,134,1,999,0,1,-0.1,93.2,-42.0,4.12,5195.8,0
57,9,0,5,0,0,0,1,473,1,3,5,2,-1.1,94.199,-37.5,0.877,4963.6,1
36,6,0,7,0,0,0,1,275,1,999,0,1,1.4,93.444,-36.1,4.967,5228.1,0
46,10,1,5,0,1,0,1,6,1,999,1,0,-1.8,92.89299999999999,-46.2,1.25,5099.1,0
55,9,0,6,0,1,0,0,230,4,999,0,1,1.1,93.994,-36.4,4.855,5191.0,0
34,9,0,6,0,0,0,1,207,1,999,1,0,-1.8,92.89299999999999,-46.2,1.334,5099.1,0
37,2,1,5,0,0,0,1,126,1,999,0,1,1.4,93.444,-36.1,4.968,5228.1,0
33,5,0,6,0,1,0,1,400,3,999,0,1,1.4,93.91799999999999,-42.7,4.962,5228.1,0
29,6,0,6,0,1,0,0,226,3,999,0,1,1.4,93.444,-36.1,4.9639999999999995,5228.1,0
30,9,0,5,0,0,0,1,131,2,999,0,1,-0.1,93.2,-42.0,4.12,5195.8,0
33,6,1,7,0,0,1,0,46,1,999,0,1,1.4,94.465,-41.8,4.864,5228.1,0
31,11,1,4,0,0,0,0,301,1,999,0,1,1.1,93.994,-36.4,4.857,5191.0,0
47,9,1,6,0,0,0,1,1014,3,999,0,1,-0.1,93.2,-42.0,4.1530000000000005,5195.8,0
24,4,0,5,0,0,0,1,557,1,999,0,1,-1.8,92.89299999999999,-46.2,1.244,5099.1,0
30,5,1,6,0,1,1,1,229,4,999,0,1,1.4,93.91799999999999,-42.7,4.963,5228.1,0
48,11,1,5,0,1,0,0,700,2,999,0,1,1.4,94.465,-41.8,4.958,5228.1,0
29,7,1,6,0,0,0,0,116,1,999,0,1,1.1,93.994,-36.4,4.86,5191.0,0
47,6,1,4,0,0,0,0,72,1,999,0,1,1.4,94.465,-41.8,4.967,5228.1,0
32,6,1,5,0,0,0,1,195,3,999,1,0,-1.8,92.89299999999999,-46.2,1.281,5099.1,0
32,10,0,1,0,0,1,1,415,2,999,0,1,-1.7,94.215,-40.3,0.846,4991.6,1
48,8,1,3,0,0,0,1,119,1,999,0,1,-1.8,92.89299999999999,-46.2,1.334,5099.1,0
34,6,1,6,0,0,1,1,114,2,999,0,1,1.4,93.91799999999999,-42.7,4.968,5228.1,0
42,9,0,5,0,0,0,1,127,1,999,0,1,1.4,93.444,-36.1,4.9639999999999995,5228.1,0
33,6,0,7,0,1,0,1,122,4,999,0,1,1.4,93.444,-36.1,4.963,5228.1,0
28,1,0,2,0,1,0,1,160,2,4,1,2,-3.4,92.431,-26.9,0.752,5017.5,0
58,3,1,2,0,0,0,0,1045,1,999,0,1,1.1,93.994,-36.4,4.856,5191.0,1
43,5,1,5,0,1,1,1,70,3,999,0,1,-0.1,93.2,-42.0,4.191,5195.8,0
28,6,0,6,0,1,0,1,326,1,999,0,1,-1.8,92.89299999999999,-46.2,1.266,5099.1,1
37,9,0,6,0,1,0,1,261,1,999,0,1,-1.8,93.075,-47.1,1.365,5099.1,1
43,11,1,2,0,1,0,0,345,3,999,0,1,1.1,93.994,-36.4,4.857,5191.0,0
30,9,0,6,0,0,0,1,199,1,999,0,1,-1.8,92.89299999999999,-46.2,1.327,5099.1,0
36,7,0,6,0,0,0,1,84,1,999,0,1,1.4,93.91799999999999,-42.7,4.96,5228.1,0
50,5,1,6,0,1,0,0,383,1,999,0,1,1.1,93.994,-36.4,4.857,5191.0,0
37,7,1,4,0,1,0,1,78,1,999,0,1,1.4,93.444,-36.1,4.9639999999999995,5228.1,0
30,9,0,5,0,1,0,1,180,3,999,1,0,-1.8,93.075,-47.1,1.405,5099.1,0
46,6,0,6,0,0,0,1,185,2,999,0,1,1.4,93.444,-36.1,4.968,5228.1,0
34,6,0,5,0,0,0,1,63,1,999,0,1,-1.8,92.89299999999999,-46.2,1.281,5099.1,0
52,9,0,3,0,1,0,0,219,1,999,0,1,1.4,94.465,-41.8,4.959,5228.1,0
54,6,1,6,0,0,0,1,217,7,999,0,1,-1.8,92.89299999999999,-46.2,1.3130000000000002,5099.1,0
43,10,1,6,0,1,0,1,135,1,999,0,1,1.4,93.91799999999999,-42.7,4.961,5228.1,0
35,10,1,5,0,0,0,1,130,3,999,1,0,-1.8,92.89299999999999,-46.2,1.354,5099.1,0
40,8,1,2,0,1,0,1,448,2,999,0,1,1.4,93.91799999999999,-42.7,4.963,5228.1,0
32,11,1,4,0,1,0,0,123,3,999,0,1,1.4,94.465,-41.8,4.959,5228.1,0
31,6,1,7,0,1,0,1,409,2,999,0,1,1.4,93.444,-36.1,4.965,5228.1,0
41,11,1,2,0,0,0,0,142,1,999,0,1,1.1,93.994,-36.4,4.859,5191.0,0
29,11,1,5,0,1,0,1,96,3,999,0,1,-0.1,93.2,-42.0,4.12,5195.8,0
53,11,1,4,0,1,0,1,122,4,999,0,1,1.4,93.91799999999999,-42.7,4.961,5228.1,0
47,9,1,5,0,1,0,1,1152,3,999,0,1,1.4,93.444,-36.1,4.965,5228.1,1
51,10,1,5,0,1,0,0,81,1,999,0,1,1.4,94.465,-41.8,4.961,5228.1,0
35,6,0,7,0,1,0,1,137,1,999,0,1,1.4,93.444,-36.1,4.965,5228.1,0
51,6,1,3,0,1,0,1,166,2,999,0,1,1.4,93.91799999999999,-42.7,4.961,5228.1,0
44,11,1,3,0,1,0,0,194,3,999,0,1,1.1,93.994,-36.4,4.859,5191.0,0
59,9,1,6,0,1,0,0,47,2,999,0,1,1.4,94.465,-41.8,4.962,5228.1,0
31,5,1,6,0,0,0,1,369,1,999,0,1,-0.1,93.2,-42.0,4.191,5195.8,0
31,9,0,6,0,1,0,0,259,2,999,0,1,-1.8,92.89299999999999,-46.2,1.344,5099.1,0
41,6,1,7,0,0,0,1,219,1,999,0,1,-1.8,93.075,-47.1,1.405,5099.1,0
32,10,1,5,0,1,0,1,126,1,999,0,1,-1.8,92.89299999999999,-46.2,1.244,5099.1,0
32,2,0,5,0,0,0,0,406,2,999,0,1,1.4,94.465,-41.8,4.8660000000000005,5228.1,0
56,0,0,4,0,0,0,1,102,2,999,0,1,1.4,93.91799999999999,-42.7,4.962,5228.1,0
51,9,1,6,0,1,0,1,139,5,999,0,1,-2.9,92.469,-33.6,0.9209999999999999,5076.2,1
53,11,1,2,0,0,1,1,36,1,999,0,1,1.4,93.91799999999999,-42.7,4.968,5228.1,0
25,6,0,7,0,1,0,1,234,1,999,0,1,1.4,93.91799999999999,-42.7,4.963,5228.1,0
33,5,1,6,0,0,1,1,113,1,999,1,0,-0.1,93.2,-42.0,4.12,5195.8,0
41,11,1,4,0,0,0,0,62,1,999,0,1,1.1,93.994,-36.4,4.857,5191.0,0
28,10,0,6,0,0,0,1,363,2,999,0,1,1.4,93.91799999999999,-42.7,4.963,5228.1,0
48,5,1,4,0,1,0,1,725,1,999,0,1,-1.8,92.89299999999999,-46.2,1.291,5099.1,1
28,11,0,4,0,1,0,1,103,2,999,0,1,1.4,93.91799999999999,-42.7,4.957,5228.1,0
43,10,1,4,0,0,0,0,110,17,999,0,1,1.4,94.465,-41.8,4.8660000000000005,5228.1,0
29,5,0,6,0,0,0,0,99,2,999,0,1,1.1,93.994,-36.4,4.857,5191.0,0
36,11,0,5,0,1,0,0,133,1,999,0,1,1.4,94.465,-41.8,4.959,5228.1,0
30,9,0,6,0,1,0,1,873,8,999,0,1,1.4,93.91799999999999,-42.7,4.962,5228.1,1
49,9,0,3,0,1,1,1,441,2,999,0,1,-1.8,93.075,-47.1,1.405,5099.1,0
55,9,1,5,0,0,0,0,94,1,999,0,1,1.1,93.994,-36.4,4.855,5191.0,0
34,5,0,6,0,1,1,1,125,2,999,0,1,-0.1,93.2,-42.0,4.0760000000000005,5195.8,0
29,5,1,6,0,1,0,1,75,1,4,2,2,-2.9,92.20100000000001,-31.4,0.873,5076.2,0
35,9,0,6,0,1,1,1,358,1,999,0,1,-1.8,93.075,-47.1,1.365,5099.1,0
40,6,1,4,0,0,0,1,141,3,999,0,1,1.4,93.91799999999999,-42.7,4.96,5228.1,0
42,2,1,6,0,0,0,1,176,1,999,0,1,-0.1,93.2,-42.0,4.191,5195.8,0
34,9,0,5,0,1,1,0,123,1,999,0,1,1.4,94.465,-41.8,4.961,5228.1,0
47,6,1,5,0,1,0,1,183,3,999,1,0,-0.1,93.2,-42.0,4.021,5195.8,0
39,9,1,6,0,1,0,1,169,4,999,0,1,1.4,93.444,-36.1,4.9639999999999995,5228.1,0
55,6,1,3,0,1,0,0,452,2,999,0,1,1.1,93.994,-36.4,4.857,5191.0,0
44,10,1,5,0,1,0,1,86,1,999,0,1,1.4,93.91799999999999,-42.7,4.963,5228.1,0
34,11,1,3,0,0,1,0,35,1,999,0,1,1.4,94.465,-41.8,4.961,5228.1,0
45,9,1,6,0,1,0,1,226,1,999,0,1,1.4,93.444,-36.1,4.965,5228.1,0
50,9,1,6,0,1,0,1,183,1,3,1,2,-3.4,92.649,-30.1,0.7140000000000001,5017.5,1
55,7,1,4,0,1,0,1,604,1,999,0,1,-1.8,92.89299999999999,-46.2,1.344,5099.1,0
28,9,1,5,0,0,0,1,60,3,999,0,1,1.4,93.91799999999999,-42.7,4.961,5228.1,0
30,6,1,5,0,0,0,1,79,1,999,0,1,1.4,93.444,-36.1,4.963,5228.1,0
32,2,1,2,0,1,0,1,87,4,999,0,1,1.4,93.444,-36.1,4.965,5228.1,0
31,5,1,6,0,1,0,1,196,1,999,0,1,-0.1,93.2,-42.0,4.12,5195.8,0
32,10,1,5,0,1,0,1,21,12,999,0,1,-1.8,92.89299999999999,-46.2,1.266,5099.1,0
39,11,1,7,0,0,0,0,87,5,999,0,1,1.1,93.994,-36.4,4.8580000000000005,5191.0,0
24,9,0,5,0,1,1,1,493,1,999,0,1,1.4,93.91799999999999,-42.7,4.958,5228.1,0
57,3,1,7,0,1,0,1,166,2,999,0,1,-2.9,92.963,-40.8,1.266,5076.2,1
27,6,1,6,0,1,0,1,131,3,999,0,1,-1.8,92.89299999999999,-46.2,1.25,5099.1,0
44,9,1,6,0,1,0,1,254,2,999,0,1,-2.9,92.20100000000001,-31.4,0.883,5076.2,1
32,9,1,6,0,1,0,1,232,2,999,0,1,-1.8,92.89299999999999,-46.2,1.244,5099.1,0
37,2,1,6,0,1,0,0,262,2,999,0,1,1.4,94.465,-41.8,4.967,5228.1,0
29,9,1,6,0,0,0,1,406,3,999,0,1,-0.1,93.2,-42.0,4.12,5195.8,0
31,1,0,6,0,1,0,1,180,1,10,1,2,-1.8,93.369,-34.8,0.6459999999999999,5008.7,1
58,11,1,2,0,1,0,1,198,4,999,0,1,1.4,93.91799999999999,-42.7,4.962,5228.1,0
32,6,0,7,0,1,0,1,128,1,999,0,1,1.4,93.91799999999999,-42.7,4.968,5228.1,0
48,10,1,2,0,1,0,1,137,1,999,0,1,1.4,93.444,-36.1,4.968,5228.1,0
42,11,1,7,0,1,0,1,262,2,999,0,1,-1.8,92.89299999999999,-46.2,1.3130000000000002,5099.1,0
31,9,0,6,0,0,1,1,212,2,3,6,2,-1.1,94.76700000000001,-50.8,1.048,4963.6,0
41,11,1,4,0,0,0,0,204,3,999,0,1,1.4,94.465,-41.8,4.967,5228.1,0
33,7,0,2,0,1,0,0,742,2,999,0,1,1.1,93.994,-36.4,4.864,5191.0,0
45,6,1,7,0,0,0,0,20,5,999,0,1,1.4,93.91799999999999,-42.7,4.962,5228.1,0
30,9,1,6,0,0,0,1,243,1,999,0,1,1.4,93.444,-36.1,4.97,5228.1,0
30,9,0,6,0,0,0,0,84,3,999,0,1,1.4,93.91799999999999,-42.7,4.963,5228.1,0
53,7,1,4,0,1,0,1,62,1,999,0,1,-0.1,93.2,-42.0,4.191,5195.8,0
32,11,0,3,0,0,0,1,199,4,999,0,1,1.4,93.91799999999999,-42.7,4.961,5228.1,0
27,9,0,6,0,1,0,1,401,1,999,1,0,-1.8,93.075,-47.1,1.405,5099.1,0
46,9,1,5,0,1,0,1,98,6,999,0,1,1.4,93.91799999999999,-42.7,4.961,5228.1,0
29,9,0,6,0,0,0,1,103,4,999,0,1,1.4,93.444,-36.1,4.963,5228.1,0
43,5,1,6,0,0,0,1,179,1,999,0,1,-0.1,93.2,-42.0,4.191,5195.8,0
26,9,0,6,0,0,0,1,133,2,999,1,0,-3.4,92.431,-26.9,0.73,5017.5,0
47,9,1,6,0,1,0,1,100,3,999,0,1,1.4,93.444,-36.1,4.965,5228.1,0
39,11,1,4,0,0,0,0,504,4,999,0,1,1.1,93.994,-36.4,4.856,5191.0,1
29,7,0,6,0,1,1,1,22,8,999,0,1,1.4,93.91799999999999,-42.7,4.968,5228.1,0
33,9,0,6,0,0,0,1,206,1,3,1,2,-1.7,94.055,-39.8,0.715,4991.6,1
56,3,1,5,0,1,1,1,97,1,3,2,2,-2.9,92.20100000000001,-31.4,0.883,5076.2,0
30,6,0,6,0,1,0,1,166,2,999,0,1,-2.9,92.963,-40.8,1.268,5076.2,1
32,6,1,6,0,0,1,1,131,1,999,0,1,1.4,93.444,-36.1,4.968,5228.1,0
33,10,1,7,0,0,0,1,291,1,999,3,0,-1.1,94.601,-49.5,0.977,4963.6,0
49,6,1,6,0,0,0,0,107,3,999,0,1,1.1,93.994,-36.4,4.857,5191.0,0
33,11,1,3,0,1,0,1,134,1,999,1,0,-1.8,92.89299999999999,-46.2,1.281,5099.1,0
58,7,1,6,0,0,0,1,1092,1,999,0,1,-3.4,92.649,-30.1,0.716,5017.5,0
37,9,1,7,0,1,0,1,37,1,999,0,1,-0.1,93.2,-42.0,4.12,5195.8,0
48,2,1,5,0,0,0,1,399,1,999,0,1,-2.9,92.963,-40.8,1.252,5076.2,0
39,6,1,3,0,0,0,1,88,3,999,0,1,-1.8,93.075,-47.1,1.453,5099.1,0
53,9,0,3,0,1,0,0,27,1,999,0,1,1.1,93.994,-36.4,4.857,5191.0,0
59,2,1,2,0,0,1,0,70,1,999,0,1,1.1,93.994,-36.4,4.856,5191.0,0
40,9,1,6,0,0,1,0,61,1,999,0,1,1.1,93.994,-36.4,4.857,5191.0,0
44,11,0,4,0,1,1,1,182,1,999,0,1,-0.1,93.2,-42.0,4.1530000000000005,5195.8,0
39,6,1,7,0,0,0,0,171,1,999,0,1,-0.1,93.79799999999999,-40.4,4.921,5195.8,1
30,7,1,6,0,1,0,1,138,2,999,0,1,-2.9,92.963,-40.8,1.268,5076.2,0
48,9,1,6,0,1,0,1,203,7,999,0,1,1.4,93.444,-36.1,4.967,5228.1,0
51,6,0,5,0,1,0,1,81,1,999,0,1,-0.1,93.2,-42.0,4.191,5195.8,0
29,9,1,6,0,0,0,1,190,1,999,0,1,1.4,93.444,-36.1,4.9639999999999995,5228.1,0
38,11,0,5,0,0,0,1,136,2,999,0,1,-1.8,92.89299999999999,-46.2,1.3130000000000002,5099.1,0
30,11,1,2,0,1,0,0,176,4,999,0,1,1.1,93.994,-36.4,4.864,5191.0,0
62,3,0,6,0,1,1,1,112,1,999,0,1,-1.8,92.89299999999999,-46.2,1.264,5099.1,0
30,6,0,7,0,1,0,1,93,4,999,0,1,1.4,93.444,-36.1,4.968,5228.1,0
36,9,0,5,0,1,0,1,159,1,3,2,2,-2.9,92.20100000000001,-31.4,0.8490000000000001,5076.2,1
32,4,0,6,0,0,0,0,21,3,999,0,1,1.1,93.994,-36.4,4.855,5191.0,0
56,1,1,4,0,1,1,1,322,2,999,0,1,-0.1,93.2,-42.0,4.021,5195.8,0
39,9,1,5,0,1,0,1,58,1,999,0,1,-0.1,93.2,-42.0,4.191,5195.8,0
36,9,0,5,0,0,1,0,148,2,999,0,1,1.1,93.994,-36.4,4.857,5191.0,0
36,6,1,6,0,1,0,1,167,1,999,0,1,1.4,93.444,-36.1,4.966,5228.1,0
34,11,1,3,0,1,0,1,137,1,999,0,1,-1.8,92.89299999999999,-46.2,1.291,5099.1,0
21,4,0,5,0,0,0,1,362,1,999,0,1,-1.1,94.601,-49.5,0.982,4963.6,1
44,11,1,4,0,1,0,1,81,3,999,0,1,-1.8,93.075,-47.1,1.405,5099.1,0
31,9,1,5,0,0,0,0,952,4,999,0,1,1.4,94.465,-41.8,4.961,5228.1,1
37,9,0,7,0,0,0,1,223,1,999,0,1,1.4,93.444,-36.1,4.968,5228.1,0
37,6,1,6,0,1,0,0,8,2,999,0,1,1.1,93.994,-36.4,4.857,5191.0,0
30,11,1,4,0,1,0,1,58,1,999,0,1,1.4,93.91799999999999,-42.7,4.963,5228.1,0
47,6,0,7,0,1,0,1,147,2,999,0,1,1.4,93.91799999999999,-42.7,4.962,5228.1,0
41,9,0,5,0,0,0,0,72,3,999,0,1,1.1,93.994,-36.4,4.857,5191.0,0
33,6,1,7,0,1,0,0,316,1,999,0,1,1.1,93.994,-36.4,4.8580000000000005,5191.0,0
57,6,1,7,0,1,0,1,190,2,999,0,1,-1.8,92.89299999999999,-46.2,1.2990000000000002,5099.1,0
29,10,0,6,0,0,0,0,339,5,999,0,1,1.1,93.994,-36.4,4.859,5191.0,0
33,9,0,6,0,0,0,1,49,1,999,0,1,1.4,93.444,-36.1,4.962,5228.1,0
40,9,0,7,0,1,1,1,90,4,999,0,1,1.4,93.444,-36.1,4.963,5228.1,0
43,6,1,6,0,0,0,1,426,1,999,1,0,-1.8,92.89299999999999,-46.2,1.291,5099.1,1
27,9,0,4,0,1,1,1,81,2,999,0,1,1.4,93.91799999999999,-42.7,4.961,5228.1,0
41,5,1,6,0,0,0,0,106,6,999,0,1,1.1,93.994,-36.4,4.857,5191.0,0
58,3,1,2,0,1,0,1,374,1,999,0,1,1.4,93.91799999999999,-42.7,4.963,5228.1,0
28,11,1,4,0,0,1,0,329,1,999,0,1,1.1,93.994,-36.4,4.8580000000000005,5191.0,0
55,9,0,5,0,1,0,1,244,2,6,3,2,-1.7,94.027,-38.3,0.904,4991.6,1
54,7,1,6,0,0,0,1,99,3,999,0,1,-1.1,94.601,-49.5,0.987,4963.6,0
56,5,0,6,0,0,0,1,287,3,999,0,1,-0.1,93.2,-42.0,4.12,5195.8,0
56,1,0,5,0,1,0,1,109,1,999,1,0,-0.1,93.2,-42.0,4.021,5195.8,0
40,6,1,5,0,1,0,1,118,1,999,0,1,-0.1,93.2,-42.0,4.12,5195.8,0
49,5,1,6,0,0,0,1,86,4,999,0,1,1.4,93.91799999999999,-42.7,4.96,5228.1,0
30,9,0,6,0,0,0,1,123,4,999,0,1,1.4,93.444,-36.1,4.963,5228.1,0
29,4,0,7,0,0,0,0,232,2,999,0,1,-0.1,93.2,-42.0,4.021,5195.8,0
31,9,0,6,0,0,1,1,167,1,999,0,1,1.4,93.444,-36.1,4.963,5228.1,0
30,9,1,5,0,0,0,1,166,1,999,1,0,-1.8,92.89299999999999,-46.2,1.281,5099.1,0
34,9,0,6,0,1,0,1,111,4,999,0,1,1.4,93.444,-36.1,4.963,5228.1,0
44,8,0,2,0,0,0,1,170,2,999,0,1,1.4,93.91799999999999,-42.7,4.963,5228.1,0
32,6,0,6,0,0,0,1,457,1,999,0,1,-1.8,92.89299999999999,-46.2,1.25,5099.1,0
38,2,0,6,0,0,0,1,403,2,999,0,1,-1.1,94.76700000000001,-50.8,1.03,4963.6,1
37,7,1,6,0,1,0,1,48,2,999,0,1,-0.1,93.2,-42.0,4.021,5195.8,0
29,6,1,6,0,0,0,1,5,23,999,0,1,1.4,93.91799999999999,-42.7,4.968,5228.1,0
30,9,0,6,0,1,0,1,374,12,999,0,1,1.4,93.444,-36.1,4.963,5228.1,0
54,5,1,6,0,1,0,1,85,1,999,0,1,-1.8,93.075,-47.1,1.365,5099.1,0
43,11,1,4,0,1,1,1,393,2,999,0,1,1.4,93.91799999999999,-42.7,4.961,5228.1,0
33,9,1,6,0,0,0,0,92,5,999,0,1,1.1,93.994,-36.4,4.857,5191.0,0
32,9,0,6,0,1,0,1,256,1,999,0,1,1.4,93.444,-36.1,4.963,5228.1,0
57,3,1,7,0,1,0,1,124,6,999,0,1,-1.1,94.76700000000001,-50.8,1.031,4963.6,0
29,9,1,6,0,1,0,1,137,2,999,0,1,1.4,93.444,-36.1,4.9639999999999995,5228.1,0
36,8,1,1,0,1,0,1,44,3,999,0,1,1.4,93.91799999999999,-42.7,4.96,5228.1,0
48,11,1,4,0,1,0,1,268,1,3,3,2,-1.8,93.876,-40.0,0.6679999999999999,5008.7,1
30,11,1,4,0,1,1,1,231,1,999,0,1,-1.8,92.89299999999999,-46.2,1.2990000000000002,5099.1,0
45,9,1,6,0,1,0,1,64,1,999,2,0,-3.4,92.37899999999999,-29.8,0.741,5017.5,0
42,11,1,3,0,1,0,1,56,1,999,0,1,-1.8,92.89299999999999,-46.2,1.327,5099.1,0
31,9,0,5,0,0,0,1,96,2,999,0,1,1.4,93.91799999999999,-42.7,4.962,5228.1,0
28,10,0,1,0,1,0,1,83,9,999,1,0,-1.8,92.89299999999999,-46.2,1.344,5099.1,0
53,10,1,1,0,1,0,1,501,3,999,0,1,-2.9,92.963,-40.8,1.262,5076.2,1
58,9,1,6,0,1,0,0,9,1,999,0,1,-1.1,94.601,-49.5,0.953,4963.6,0
32,10,1,5,0,0,1,1,340,2,999,0,1,-1.8,93.075,-47.1,1.405,5099.1,0
31,1,1,6,0,0,0,1,124,3,999,0,1,1.4,93.444,-36.1,4.9639999999999995,5228.1,0
53,11,1,2,0,0,0,1,545,1,999,0,1,-0.1,93.2,-42.0,4.191,5195.8,0
53,9,1,4,0,0,0,0,35,1,999,0,1,1.1,93.994,-36.4,4.8580000000000005,5191.0,0
32,2,1,6,0,1,1,1,73,1,999,0,1,1.4,93.444,-36.1,4.9639999999999995,5228.1,0
32,10,0,3,0,0,0,0,131,3,999,0,1,1.4,94.465,-41.8,4.8660000000000005,5228.1,0
43,1,1,4,0,1,0,0,305,2,999,0,1,1.1,93.994,-36.4,4.855,5191.0,0
44,2,1,2,0,0,0,0,124,2,999,0,1,1.4,94.465,-41.8,4.8660000000000005,5228.1,0
45,11,1,5,0,0,0,1,124,3,999,0,1,1.4,93.444,-36.1,4.968,5228.1,0
41,11,1,1,0,0,0,1,203,1,999,1,0,-1.8,93.075,-47.1,1.405,5099.1,0
64,0,1,1,0,1,1,1,219,1,999,0,1,-2.9,92.20100000000001,-31.4,0.873,5076.2,0
